,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability,group,percentile
19,6407c4bd4d7c3f56aba506cc,149900,Casa adosada,"Casa adosada en Calle las Margaritas, 18, Mejostilla",927 926 041,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-amueblado-no-amueblado/176911973/d?from=list,4,2,171,No,0,No,No,No,No,No,No,19,14990.0,377.5,256.5,71.59500000000001,249.9,79.62458333333333,49900,76375.83120241808,212.15508667338352,903.3333333333334,7.338643959919398,3/3,92.3076923076923
21,6407c4bd4d7c3f56aba506ce,109000,Piso,Piso con balcón en Ciudad Monumental,927 132 761,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/161777601/d?from=list,3,2,81,No,0,No,No,No,No,No,No,22,10900.0,152.5,121.5,49.1,209.0,44.34166666666667,9000,13775.200016468187,38.26444449018941,572.6666666666666,5.880726666117727,3/3,94.21487603305785
23,6407c4bd4d7c3f56aba506d0,100000,Piso,Piso con terraza en Centro,927 920 171,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/calefaccion-terraza/176622567/d?from=list,5,2,130,No,0,No,No,No,No,No,No,24,10000.0,275.0,195.0,44.15,200.0,59.512499999999996,0,0.0,0.0,756.3333333333334,8.36185,1/3,26.80722891566265
24,6407c4bd4d7c3f56aba506d1,78950,Piso,"Piso con ascensor en Avenida de la Bondad, Nuevo Cáceres",927 926 041,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/calefaccion-ascensor-amueblado-internet-no-amueblado/165605474/d?from=list,2,1,77,No,0,No,No,No,No,No,No,26,7895.0,142.5,115.5,32.5725,178.95,39.126875,0,0.0,0.0,542.6666666666666,6.957772468190454,3/3,18.64406779661017
25,6407c4bd4d7c3f56aba506d2,68000,Casa o chalet,"Casa o chalet con 1 baño en Castaño, Nuevo Cáceres",927 920 179,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/jardin-amueblado/176305677/d?from=list,3,1,78,No,0,No,No,No,No,No,No,27,6800.0,145.0,117.0,26.550000000000004,168.0,38.045833333333334,0,0.0,0.0,566.6666666666666,8.480548128342244,1/3,81.73076923076923
26,6407c4bd4d7c3f56aba506d3,112000,Piso,"Piso con terraza en Gil Cordero, Centro",927 920 179,Centro,Cáceres Capital,141,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-amueblado/163874434/d?from=list,2,1,75,No,0,No,No,No,No,No,No,28,11200.0,137.5,112.5,50.75,212.0,42.729166666666664,12000,18366.93335529092,51.01925932025255,561.3333333333334,5.611018888156971,1/3,62.95180722891567
27,6407c4bd4d7c3f56aba506d4,59000,Piso,"Piso con terraza en Calle Donoso Cortés, Ciudad Monumental",927 926 041,Ciudad Monumental,Cáceres Capital,26,/es/comprar/vivienda/caceres-capital/terraza-amueblado-se-aceptan-mascotas-internet/156424858/d?from=list,3,1,117,No,0,No,No,No,No,No,No,29,5900.0,242.5,175.5,21.6,159.0,49.88333333333333,0,0.0,0.0,673.3333333333334,11.52758089368259,1/3,29.891304347826086
702,6407c4bd4d7c3f56aba50977,108000,Apartamento,"Apartamento con calefacción en Calle San Jorge, Centro",927 135 098,Centro,Cáceres Capital,20,/es/comprar/vivienda/caceres-capital/calefaccion-parking-no-amueblado/176186809/d?from=list,1,1,32,No,0,No,No,No,No,No,No,752,10800.0,170.0,48.0,48.550000000000004,208.0,39.545833333333334,8000,12244.62223686061,34.01283954683503,464.0,4.68529592543798,1/3,47.89156626506025
706,6407c4bd4d7c3f56aba5097b,69900,Piso,Piso con ascensor en Centro,927 136 129,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-ascensor/161221317/d?from=list,3,1,70,No,0,No,No,No,No,No,No,756,6990.0,125.0,105.0,27.595,169.9,35.624583333333334,0,0.0,0.0,586.6666666666666,8.599954480426582,3/3,24.22680412371134
719,6407c4bd4d7c3f56aba50988,130000,Casa adosada,"Casa adosada con terraza en Candeleda, Mejostilla",927 135 098,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-trastero-no-amueblado/177036819/d?from=list,4,2,111,No,0,No,No,No,No,No,No,769,13000.0,227.5,166.5,60.65,230.0,57.05416666666667,30000,45917.33338822729,127.54814830063138,663.3333333333334,5.744772220392424,3/3,15.384615384615385
720,6407c4bd4d7c3f56aba50989,110000,Apartamento,Apartamento con terraza en Centro,927 136 129,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156717912/d?from=list,3,1,105,No,0,No,No,No,No,No,No,770,11000.0,212.5,157.5,49.650000000000006,210.0,52.47083333333333,10000,15305.777796075765,42.51604943354379,656.6666666666666,6.740157406797474,1/3,56.02409638554217
729,6407c4bd4d7c3f56aba50992,144000,Piso,Piso con terraza en Centro,927 136 129,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-amueblado/157386737/d?from=list,3,2,120,No,0,No,No,No,No,No,No,779,14400.0,250.0,180.0,68.35000000000001,244.0,61.862500000000004,44000,67345.42230273336,187.0706175075927,703.3333333333334,5.452802589908888,2/3,77.3529411764706
740,6407c4bd4d7c3f56aba5099d,127900,Obra Nueva,"Obra Nueva Piso con 1 baño en Calle Huerta del Conde, Centro",927 132 758,Centro,Cáceres Capital,134,/es/comprar/vivienda/obra-nueva/caceres-capital/19723596/165293683?from=list,1,1,50,No,0,No,No,No,No,No,No,790,12790.0,125.0,75.0,59.495,227.9,40.61625,27900,42703.12005105139,118.6197779195872,500.0,4.089167664964954,2/3,21.176470588235293
753,6407c4bd4d7c3f56aba509aa,64000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,181,/es/comprar/vivienda/caceres-capital/ciudad-monumental/161414444/d?from=list,3,1,98,No,0,No,No,No,No,No,No,803,6400.0,195.0,147.0,24.35,164.0,44.19583333333333,0,0.0,0.0,606.6666666666666,9.587571022727271,1/3,35.869565217391305
754,6407c4bd4d7c3f56aba509ab,125000,Piso,"Piso con terraza en Oaxaca, Nuevo Cáceres",927 920 179,Nuevo Cáceres,Cáceres Capital,42,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor-no-amueblado/176518976/d?from=list,2,1,70,No,0,No,No,No,No,No,No,804,12500.0,125.0,105.0,57.9,225.0,42.74166666666667,25000,38264.44449018941,106.29012358385948,528.6666666666666,4.555618516993686,2/3,40.90909090909091
807,6407c4bd4d7c3f56aba509e0,79000,Piso,Piso con ascensor en La Cañada,927 920 764,La Cañada,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-ascensor/165357915/d?from=list,4,2,90,No,0,No,No,No,No,No,No,857,7900.0,175.0,135.0,32.6,179.0,43.46666666666667,0,0.0,0.0,618.6666666666666,7.942922899884924,1/3,63.698630136986296
855,6407c4bd4d7c3f56aba50a10,129900,Piso,Piso con terraza en Ciudad Monumental,927 920 786,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/165118778/d?from=list,4,2,120,No,0,No,No,No,No,No,No,905,12990.0,250.0,180.0,60.595000000000006,229.9,60.04125,29900,45764.27561026654,127.12298780629594,699.3333333333334,6.146029146324448,2/3,46.05263157894736
882,6407c4bd4d7c3f56aba50a2b,135000,Dúplex,Dúplex con terraza en Centro,927 920 675,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/176135565/d?from=list,3,3,110,No,0,No,No,No,No,No,No,932,13500.0,225.0,165.0,63.4,235.0,57.36666666666667,35000,53570.22228626518,148.8061730174033,666.6666666666666,5.52592592379116,2/3,55.294117647058826
883,6407c4bd4d7c3f56aba50a2c,64900,Piso,Piso con 2 baños en Centro,927 920 675,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/centro/176135123/d?from=list,2,2,65,No,0,No,No,No,No,No,No,933,6490.0,112.5,97.5,24.845,164.9,33.312083333333334,0,0.0,0.0,541.3333333333334,8.539368258859785,3/3,13.402061855670102
913,6407c4bd4d7c3f56aba50a4a,78000,Piso,"Piso en Calle Fuente Santa, 17, La Cañada",927 920 589,La Cañada,Cáceres Capital,13,/es/comprar/vivienda/caceres-capital/la-canada/162810156/d?from=list,0,0,90,No,1,No,No,No,No,No,No,963,7800.0,175.0,135.0,32.050000000000004,178.0,43.3375,0,0.0,0.0,580.0,7.505769230769231,1/3,60.273972602739725
914,6407c4bd4d7c3f56aba50a4b,55000,Casa o chalet,"Casa o chalet con 1 baño en Calle Nidos, Ciudad Monumental",927 134 079,Ciudad Monumental,Cáceres Capital,167,/es/comprar/vivienda/caceres-capital/ciudad-monumental/164893551/d?from=list,3,1,75,No,0,No,No,No,No,No,No,964,5500.0,137.5,112.5,19.400000000000006,155.0,35.36666666666667,0,0.0,0.0,560.6666666666666,10.419173553719007,1/3,22.282608695652172
1267,6407c4bd4d7c3f56aba50bac,82000,Piso,"Piso con terraza en Medico Sorapan, Centro",927 920 916,Centro,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/176975605/d?from=list,3,1,90,No,0,No,No,No,No,No,No,1317,8200.0,175.0,135.0,34.25,182.0,43.854166666666664,0,0.0,0.0,626.6666666666666,7.75360310421286,3/3,70.61855670103093
1306,6407c4bd4d7c3f56aba50bd3,144000,Piso,Piso con terraza en Mejostilla,927 920 478,Mejostilla,Cáceres Capital,4,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-patio-no-amueblado/177001298/d?from=list,3,2,94,No,0,No,No,No,No,No,No,1356,14400.0,185.0,141.0,68.35000000000001,244.0,53.19583333333333,44000,67345.42230273336,187.0706175075927,598.6666666666666,4.300802589908887,3/3,57.69230769230769
1307,6407c4bd4d7c3f56aba50bd4,130000,Piso,"Piso con terraza en Antonio Reyes Huertas, Centro",927 920 675,Centro,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/176135385/d?from=list,4,2,115,No,0,No,No,No,No,No,No,1357,13000.0,237.5,172.5,60.65,230.0,58.387499999999996,30000,45917.33338822729,127.54814830063138,702.6666666666666,6.200772220392422,2/3,35.588235294117645
1346,6407c4bd4d7c3f56aba50bfb,79900,Piso,Piso con terraza en Ciudad Monumental,927 920 786,Ciudad Monumental,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-ascensor/164588256/d?from=list,2,1,68,No,0,No,No,No,No,No,No,1396,7990.0,120.0,102.0,33.095,179.9,36.249583333333334,0,0.0,0.0,524.6666666666666,6.668568665377175,3/3,4.958677685950414
1368,6407c4bd4d7c3f56aba50c11,105000,Piso,Piso con terraza en Ciudad Monumental,927 920 675,Ciudad Monumental,Cáceres Capital,44,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor/176135484/d?from=list,4,2,114,No,0,No,No,No,No,No,No,1418,10500.0,235.0,171.0,46.9,205.0,54.824999999999996,5000,7652.888898037882,21.258024716771896,675.3333333333334,7.191003703398738,3/3,90.49586776859505
1369,6407c4bd4d7c3f56aba50c12,60000,Apartamento,"Apartamento con terraza en Calle Postigo, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,29,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-no-amueblado/176701701/d?from=list,2,1,70,No,0,No,No,No,No,No,No,1419,6000.0,125.0,105.0,22.15,160.0,34.34583333333333,0,0.0,0.0,528.6666666666666,8.987651515151516,1/3,32.065217391304344
1394,6407c4bd4d7c3f56aba50c2b,130000,Dúplex,Dúplex con aire acondicionado en Centro,927 920 478,Centro,Cáceres Capital,96,/es/comprar/vivienda/caceres-capital/aire-acondicionado-internet-no-amueblado/165755533/d?from=list,2,1,99,No,0,No,No,No,No,No,No,1444,13000.0,197.5,148.5,60.65,230.0,53.05416666666667,30000,45917.33338822729,127.54814830063138,609.3333333333334,5.144772220392424,2/3,35.588235294117645
1422,6407c4bd4d7c3f56aba50c47,68000,Casa o chalet,"Casa o chalet con 1 baño en Castaño, Nuevo Cáceres",927 920 916,Nuevo Cáceres,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/patio/176975615/d?from=list,3,1,80,No,0,No,No,No,No,No,No,1472,6800.0,150.0,120.0,26.550000000000004,168.0,38.7125,0,0.0,0.0,570.6666666666666,8.534024064171122,1/3,81.73076923076923
1423,6407c4bd4d7c3f56aba50c48,60000,Piso,Piso con terraza en Nuevo Cáceres,927 920 478,Nuevo Cáceres,Cáceres Capital,27,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-no-amueblado/176725718/d?from=list,3,1,62,No,0,No,No,No,No,No,No,1473,6000.0,105.0,93.0,22.15,160.0,31.679166666666664,0,0.0,0.0,534.6666666666666,9.145227272727272,1/3,53.84615384615385
1453,6407c4bd4d7c3f56aba50c66,115000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 131 359,Ciudad Monumental,Cáceres Capital,102,/es/comprar/vivienda/caceres-capital/terraza-trastero-patio/159976097/d?from=list,2,1,147,No,0,No,No,No,No,No,No,1503,11500.0,317.5,220.5,52.400000000000006,215.0,67.11666666666666,15000,22958.666694113646,63.77407415031569,782.3333333333334,7.817311110196214,2/3,3.508771929824561
1821,6407c4bd4d7c3f56aba50dd6,130000,Piso,Piso con terraza en Ciudad Monumental,912 173 367,Ciudad Monumental,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/calefaccion-jardin-terraza-patio/176938711/d?from=list,8,3,530,No,0,No,No,No,No,No,No,1871,13000.0,1275.0,795.0,60.65,230.0,196.72083333333333,30000,45917.33338822729,127.54814830063138,2339.3333333333335,24.180772220392424,2/3,53.94736842105263
1836,6407c4bd4d7c3f56aba50de5,66000,Casa o chalet,Casa o chalet con terraza en La Cañada,927 920 847,La Cañada,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/terraza/176097992/d?from=list,4,1,85,No,0,No,No,No,No,No,No,1886,6600.0,162.5,127.5,25.450000000000003,166.0,40.12083333333333,0,0.0,0.0,608.6666666666666,9.39745179063361,1/3,18.493150684931507
1845,6407c4bd4d7c3f56aba50dee,150000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 130 862,Ciudad Monumental,Cáceres Capital,98,/es/comprar/vivienda/caceres-capital/ciudad-monumental/164347488/d?from=list,3,1,251,No,0,No,No,No,No,No,No,1895,15000.0,577.5,376.5,71.65,250.0,106.30416666666667,50000,76528.88898037882,212.58024716771897,1209.3333333333333,10.685387033987372,2/3,94.73684210526315
1876,6407c4bd4d7c3f56aba50e0d,95000,Casa o chalet,Casa o chalet con piscina en Ciudad Monumental,927 920 179,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-trastero-piscina-amueblado-parking/176249548/d?from=list,2,1,90,No,0,No,No,No,No,Yes,Yes,1926,9500.0,175.0,135.0,51.4,195.0,46.36666666666667,0,0.0,0.0,628.3333333333334,6.983600000000001,3/3,60.743801652892564
1893,6407c4bd4d7c3f56aba50e1e,91000,Piso,"Piso en C/ Miguel Ángel Orti Belmont, Mejostilla",910 304 295,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/parking-trastero/176597751/d?from=list,3,1,64,No,0,No,No,No,No,No,No,1943,9100.0,110.0,96.0,39.2,191.0,36.35,0,0.0,0.0,538.6666666666666,6.027799999999999,1/3,14.925373134328359
1894,6407c4bd4d7c3f56aba50e1f,110000,Piso,Piso con terraza en Mejostilla,927 920 167,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-no-amueblado/155722901/d?from=list,3,2,85,No,4,No,Yes,No,No,No,No,1944,11000.0,162.5,127.5,49.650000000000006,210.0,45.80416666666667,10000,15305.777796075765,42.51604943354379,647.3333333333334,6.708157406797474,1/3,62.68656716417911
1913,6407c4bd4d7c3f56aba50e32,79500,Piso,Piso con ascensor en Nuevo Cáceres,910 306 185,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/ascensor/176642727/d?from=list,3,2,101,Yes,0,No,No,No,No,No,No,1963,7950.0,202.5,151.5,42.875,179.5,48.03125,0,0.0,0.0,636.8333333333334,8.079616923956547,3/3,29.66101694915254
1914,6407c4bd4d7c3f56aba50e33,88000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 136 129,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-trastero-amueblado/148003580/d?from=list,2,1,70,No,2,No,Yes,No,No,No,No,1964,8800.0,125.0,105.0,37.550000000000004,188.0,37.9625,0,0.0,0.0,621.3333333333334,7.231869834710744,3/3,30.16528925619835
1915,6407c4bd4d7c3f56aba50e34,89000,Piso,"Piso en Ronda de San Francisco, 4, Nuevo Cáceres",927 920 478,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor-internet-no-amueblado/176681649/d?from=list,3,2,73,Yes,0,No,Yes,No,No,No,No,1965,8900.0,132.5,109.5,48.1,189.0,39.925000000000004,0,0.0,0.0,650.9,7.488968335035752,3/3,72.03389830508475
1938,6407c4bd4d7c3f56aba50e4b,130000,Piso,"Piso con terraza en Profesor Hernandez Pacheco, Centro",927 920 916,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor/176975575/d?from=list,3,1,90,Yes,2,No,No,No,No,No,No,1988,13000.0,175.0,135.0,70.65,230.0,50.887499999999996,30000,45917.33338822729,127.54814830063138,648.8333333333334,5.644772220392424,2/3,35.588235294117645
1992,6407c4bd4d7c3f56aba50e81,81700,Piso,"Piso en Calle Gonzalo Mingo, 7, Mejostilla",927 920 478,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-trastero-amueblado-parking/164662101/d?from=list,3,1,85,No,0,No,No,Yes,No,Yes,No,2042,8170.0,162.5,127.5,34.085,181.7,42.14875,0,0.0,0.0,634.3333333333334,7.907215978635808,2/3,84.44444444444444
2022,6407c4bd4d7c3f56aba50e9f,85000,Piso,Piso con terraza en La Cañada,927 136 129,La Cañada,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor/153063074/d?from=list,3,2,100,Yes,3,No,No,No,No,No,No,2072,8500.0,200.0,150.0,45.9,185.0,48.40833333333333,0,0.0,0.0,635.8333333333334,7.539144385026739,1/3,75.34246575342465
2385,6407c4bd4d7c3f56aba5100a,95000,Piso,Piso con terraza en Centro,927 136 129,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/162381348/d?from=list,2,1,66,No,2,No,Yes,No,No,No,No,2435,9500.0,115.0,99.0,41.4,195.0,37.53333333333333,0,0.0,0.0,652.1666666666666,7.3756,1/3,13.554216867469881
2390,6407c4bd4d7c3f56aba5100f,129000,Piso,Piso con terraza en Mejostilla,927 135 106,Mejostilla,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/parking-terraza-trastero-ascensor-parking/176868013/d?from=list,3,2,90,Yes,2,No,No,No,No,No,No,2440,12900.0,175.0,135.0,70.1,229.0,50.75833333333333,29000,44386.75560861973,123.29654335727702,625.8333333333334,5.421341479712676,3/3,11.538461538461538
2414,6407c4bd4d7c3f56aba51027,75000,Piso,Piso con terraza en Centro,927 920 167,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza/162734352/d?from=list,3,1,85,No,0,No,Yes,No,No,No,No,2464,7500.0,162.5,127.5,30.4,175.0,41.28333333333333,0,0.0,0.0,688.8333333333334,9.418909090909091,3/3,39.17525773195876
2428,6407c4bd4d7c3f56aba51035,149000,Dúplex,Dúplex con terraza en Ciudad Monumental,924 150 618,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-ascensor/165748378/d?from=list,4,2,112,Yes,2,No,No,No,No,No,No,2478,14900.0,230.0,168.0,81.10000000000001,249.0,60.675000000000004,49000,74998.31120077125,208.3286422243646,666.0,4.763956293307626,2/3,88.1578947368421
2429,6407c4bd4d7c3f56aba51036,108000,Piso,Piso con terraza en Centro,927 130 862,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/terraza-ascensor/161345124/d?from=list,3,1,86,Yes,0,No,Yes,No,No,No,No,2479,10800.0,165.0,129.0,58.550000000000004,208.0,46.7125,8000,12244.62223686061,34.01283954683503,691.3,7.326895925437979,1/3,47.89156626506025
2443,6407c4bd4d7c3f56aba51044,120000,Piso,Piso con calefacción en Centro,927 920 171,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-patio/176622232/d?from=list,3,1,105,No,0,No,No,Yes,Yes,No,No,2493,12000.0,212.5,157.5,55.15,220.0,53.762499999999996,20000,30611.55559215153,85.03209886708758,656.6666666666666,6.214464813594949,1/3,93.67469879518073
2444,6407c4bd4d7c3f56aba51045,80000,Piso,Piso con aire acondicionado en Nuevo Cáceres,927 920 847,Nuevo Cáceres,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado/176100666/d?from=list,3,1,75,No,0,No,No,No,Yes,No,No,2494,8000.0,137.5,112.5,33.15,180.0,38.59583333333333,0,0.0,0.0,560.6666666666666,7.119147727272727,3/3,33.89830508474576
2462,6407c4bd4d7c3f56aba51057,106000,Casa o chalet,Casa o chalet con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza/162322550/d?from=list,3,2,70,No,0,No,Yes,No,Yes,No,No,2512,10600.0,125.0,105.0,47.45,206.0,40.2875,6000,9183.46667764546,25.509629660126276,632.3333333333334,6.7984344440784845,3/3,93.38842975206612
2463,6407c4bd4d7c3f56aba51058,82000,Piso,Piso con calefacción en Centro,927 920 179,Centro,Cáceres Capital,0,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-zona-comunitaria-amueblado/165388232/d?from=list,3,2,100,No,0,No,No,Yes,Yes,No,No,2513,8200.0,200.0,150.0,34.25,182.0,47.1875,0,0.0,0.0,646.6666666666666,7.9753325942350335,3/3,70.61855670103093
